training/actor/actor_loss,training/actor/bound_loss,training/actor/mse,training/actor/q,training/actor/q_loss,training/alpha/current_vs_historical_ratio,training/alpha/historical_avg_loss,training/alpha/max_alpha_bound,training/alpha/min_alpha_bound,training/alpha/valid_count,training/alpha_weight,training/critic/critic_loss,training/critic/q_max,training/critic/q_mean,training/critic/q_min,training/grad/max,training/grad/min,training/grad/norm,training/meanflow/consistency_loss,training/meanflow/flow_loss,training/meanflow/mean_flow_loss,training/metrics/actor_learning_rate,training/metrics/critic_learning_rate,training/total_loss,validation/actor/actor_loss,validation/actor/bound_loss,validation/actor/mse,validation/actor/q,validation/actor/q_loss,validation/alpha/current_vs_historical_ratio,validation/alpha/historical_avg_loss,validation/alpha/max_alpha_bound,validation/alpha/min_alpha_bound,validation/alpha/valid_count,validation/alpha_weight,validation/critic/critic_loss,validation/critic/q_max,validation/critic/q_mean,validation/critic/q_min,validation/meanflow/consistency_loss,validation/meanflow/flow_loss,validation/meanflow/mean_flow_loss,validation/total_loss,time/epoch_time,time/total_time,step,exploration/xy,exploration/prev_qpos,exploration/prev_qvel,exploration/qpos,exploration/qvel,exploration/success,exploration/total.timesteps,exploration/episode.final_reward,exploration/episode.return,exploration/episode.length,exploration/episode.duration
145.86305,0.0073204506,0.22308154,-145.85573,145.85573,0.93197227,0.45159766,1500.0,15.0,20,150.0,0.37554348,0.2219095,-145.88998,-183.03337,43.132397,-54.356514,2205.1333,0.049259715,0.4208765,0.4208765,1e-05,0.0003,209.37009,139.00677,0.007648915,0.22558336,-138.99913,138.99913,1.0222564,0.44899106,1500.0,15.0,20,150.0,0.80777395,-0.38974184,-138.94557,-176.5402,0.041235838,0.45898396,0.45898396,208.66214,0.006410599231719971,6102.8822655677795,1140000,20.098456309557115,0.9682146604890578,0.3932602679079738,0.9947450964941923,1.2666594834860154,1.0,139480.0,0.0,-796.0,797.0,4.966084241867065
145.02757,0.007979862,0.21879686,-145.01959,145.01959,0.99949354,0.449941,1500.0,15.0,20,150.0,0.5096234,-1.1851238,-145.0007,-175.4982,26.79522,-20.034935,1769.0405,0.04414079,0.4497131,0.4497131,1e-05,0.0003,212.99417,137.83109,0.007377169,0.23406965,-137.82372,137.82372,1.1370214,0.449941,1500.0,15.0,20,150.0,0.80196315,-19.037848,-137.79662,-178.59464,0.048402686,0.51159257,0.51159257,215.37192,0.006329261493682861,6134.528580904007,1145000,20.315207841730544,1.1888160783999877,3.0648901639468615,1.234307558327948,1.4274716745609919,1.0,144512.0,0.0,-1277.0,1278.0,8.246129989624023
143.87439,0.006263864,0.22352569,-143.86812,143.86812,1.0981709,0.4473815,1500.0,15.0,20,150.0,0.42863306,-10.518461,-143.86795,-181.53496,32.46298,-33.919064,2042.5581,0.04381735,0.49130133,0.49130133,1e-05,0.0003,217.99823,138.84628,0.0060701426,0.22625956,-138.84021,138.84021,1.016392,0.44663486,1500.0,15.0,20,150.0,7.5930963,-9.226662,-138.81166,-178.66785,0.039046593,0.45395607,0.45395607,214.53278,0.006423677492141723,6166.646976470947,1150000,20.172632050854663,1.4112921328978207,-1.182791639827998,1.3915575061287988,-0.14790058026261774,1.0,148639.0,0.0,-879.0,880.0,5.795433282852173
138.46704,0.00651947,0.22144608,-138.46053,138.46053,0.96528554,0.4470826,1500.0,15.0,20,150.0,0.44902936,-8.963772,-138.40105,-184.17332,36.076675,-65.9332,1864.6134,0.040864404,0.43156236,0.43156236,1e-05,0.0003,203.65042,139.84232,0.005494782,0.22676805,-139.83682,139.83682,1.0535847,0.4470826,1500.0,15.0,20,150.0,1.8743184,0.56885064,-139.87706,-178.94048,0.047752008,0.47103935,0.47103935,212.37253,0.006382025241851806,6198.557109832764,1155000,20.33438896181672,1.4508195372261277,-3.025427312012132,1.4122210969964946,-0.7401898413509455,1.0,153457.0,0.0,-1324.0,1325.0,8.279778718948364
139.8936,0.0076316204,0.21835087,-139.88597,139.88597,1.0434821,0.4491627,1500.0,15.0,20,150.0,0.58000326,0.9699828,-139.923,-180.45766,56.253242,-28.94288,1914.1906,0.045336135,0.4686932,0.4686932,1e-05,0.0003,210.77759,139.26605,0.007220621,0.22083966,-139.25883,139.25883,1.0026089,0.45165282,1500.0,15.0,20,150.0,2.4118748,-9.134143,-139.21823,-177.18433,0.043227695,0.45283112,0.45283112,209.6026,0.006375714635848999,6230.43569111824,1160000,20.329459723545103,1.2888692252270444,-0.19196091547560132,1.2837959639671939,-0.09907197312303573,1.0,159610.0,0.0,-947.0,948.0,5.825176000595093
139.8013,0.0069472864,0.21884106,-139.79436,139.79436,0.9180408,0.4563558,1500.0,15.0,20,150.0,0.45336238,-23.157642,-139.75333,-178.04007,84.083855,-42.013885,1854.3984,0.03991068,0.41895324,0.41895324,1e-05,0.0003,203.09766,140.86783,0.007325341,0.23359467,-140.8605,140.8605,0.9875296,0.4563558,1500.0,15.0,20,150.0,0.9547918,-18.98283,-140.85716,-178.80768,0.05056326,0.45066485,0.45066485,209.42233,0.006322763109207153,6262.0495138168335,1165000,19.67332905389646,1.1299744159018945,0.45630936515212106,1.1632138410561443,1.9719537245377479,1.0,164736.0,0.0,-1054.0,1055.0,6.862344980239868
140.08531,0.0059908153,0.2278956,-140.07932,140.07932,0.91552466,0.4539794,1500.0,15.0,20,150.0,0.3787902,-0.80916536,-140.04022,-184.51265,22.867098,-47.395416,1796.9738,0.038353454,0.41562936,0.41562936,1e-05,0.0003,202.8085,138.0412,0.006813024,0.2200819,-138.0344,138.0344,0.89867175,0.4541203,1500.0,15.0,20,150.0,4.3662453,-7.959086,-137.97705,-178.8209,0.044952627,0.40810508,0.40810508,203.6232,0.006436868143081665,6294.233862161636,1170000,19.775978576118753,1.4369018771241764,1.965561960171273,1.4506344770033397,0.5385723678894969,1.0,169908.0,0.0,-792.0,793.0,5.231541872024536
144.95325,0.006629752,0.2169219,-144.94662,144.94662,0.96114993,0.45537528,1500.0,15.0,20,150.0,0.318502,-26.754786,-144.97684,-180.88452,22.324524,-42.50543,2033.0739,0.0398629,0.43768394,0.43768394,1e-05,0.0003,210.92433,142.137,0.006943523,0.22770108,-142.13005,142.13005,0.9368344,0.45537528,1500.0,15.0,20,150.0,0.6770103,-12.980539,-142.13956,-179.64401,0.044596367,0.42661124,0.42661124,206.8057,0.006318936157226562,6325.828550815582,1175000,19.698752098765652,1.602260968897067,-2.553412161971238,1.5088857115316647,-2.9581746062846292,1.0,174097.0,0.0,-748.0,749.0,4.990793466567993
142.98354,0.0069768084,0.22681841,-142.97656,142.97656,1.0045539,0.45313716,1500.0,15.0,20,150.0,0.38693357,0.29711714,-142.96936,-179.60692,31.250795,-28.662575,1925.9733,0.047829077,0.45520067,0.45520067,1e-05,0.0003,211.65057,145.53543,0.0078346385,0.22558367,-145.5276,145.5276,0.9832865,0.45485336,1500.0,15.0,20,150.0,0.94553095,-20.158451,-145.50122,-178.97942,0.046848413,0.4472512,0.4472512,213.56863,0.006370496559143067,6357.681041479111,1180000,20.060576498034678,1.2100283097954467,0.14336489283833914,1.2419026858975062,2.20205805396785,1.0,179233.0,0.0,-1042.0,1043.0,6.381974935531616
143.18663,0.0076962095,0.2147101,-143.17894,143.17894,1.0045079,0.45562202,1500.0,15.0,20,150.0,0.58115613,1.6987436,-143.10332,-184.32333,29.088373,-37.907135,1980.5759,0.04155525,0.4576759,0.4576759,1e-05,0.0003,212.41917,142.48753,0.006240232,0.2202292,-142.4813,142.4813,0.9961034,0.45562202,1500.0,15.0,20,150.0,0.7088493,-9.974498,-142.41396,-179.75021,0.04866935,0.45384663,0.45384663,211.27338,0.006348017120361328,6389.421134471893,1185000,19.836429241807163,1.2852885680838373,-3.6515191032863736,1.192938703918745,-2.978131467364228,1.0,184315.0,0.0,-1025.0,1026.0,6.632984399795532
144.60815,0.007210876,0.21505944,-144.60094,144.60094,1.0313295,0.45413733,1500.0,15.0,20,150.0,0.43191397,-1.6357669,-144.5816,-184.19745,39.007767,-35.605164,1973.3145,0.046094872,0.46836525,0.46836525,1e-05,0.0003,215.29486,138.61089,0.0072429264,0.21836965,-138.60364,138.60364,1.0248102,0.45299053,1500.0,15.0,20,150.0,3.6674557,-4.880195,-138.60495,-178.47253,0.048312414,0.4642293,0.4642293,211.91272,0.006339067602157593,6421.116480350494,1190000,19.65788909395274,1.112563412368266,-1.232639481962103,1.0613882225422266,-2.6737101942036605,1.0,189694.0,0.0,-722.0,723.0,4.755437135696411
143.71962,0.008156217,0.21545184,-143.71146,143.71146,0.94426894,0.45569968,1500.0,15.0,20,150.0,0.7118605,-13.9618225,-143.81384,-179.25372,27.262754,-59.22501,1976.2532,0.040856704,0.43030304,0.43030304,1e-05,0.0003,208.97693,139.99756,0.0074799205,0.22378188,-139.99008,139.99008,1.0323141,0.45569968,1500.0,15.0,20,150.0,0.6609831,-6.4911346,-140.03531,-179.8852,0.05735033,0.47042516,0.47042516,211.22232,0.006321262693405151,6452.722801685333,1195000,20.161912391995457,1.4820902637076416,-1.572080624288678,1.4626251864068325,-0.2873069912624637,1.0,194246.0,0.0,-1042.0,1043.0,6.806000232696533
144.57726,0.0074598896,0.22656935,-144.5698,144.5698,1.0068463,0.45458737,1500.0,15.0,20,150.0,0.28689086,-0.085466,-144.49597,-181.34273,33.05001,-30.52768,1831.3835,0.041250408,0.45769963,0.45769963,1e-05,0.0003,213.5191,140.8564,0.006492269,0.22143564,-140.84991,140.84991,0.917069,0.45403773,1500.0,15.0,20,150.0,7.7786403,-8.710877,-140.81226,-181.14998,0.04035414,0.41638395,0.41638395,211.09264,0.006348274660110473,6484.464181661606,1200000,20.04907600771066,1.4386405275845449,1.2497566075205546,1.467566045590625,0.5930592612124245,1.0,199543.0,0.0,-1103.0,1104.0,6.782402276992798
146.16907,0.0065166615,0.20830296,-146.16255,146.16255,1.0079082,0.44917724,1500.0,15.0,20,150.0,0.42102706,-4.4768424,-146.10774,-179.81213,29.003222,-28.368124,1808.6748,0.041701324,0.4527294,0.4527294,1e-05,0.0003,214.4995,144.38113,0.0067285,0.23095363,-144.3744,144.3744,0.94601023,0.44917724,1500.0,15.0,20,150.0,2.3269172,-18.38316,-144.23273,-181.24281,0.04582097,0.42492622,0.42492622,210.44699,0.018785485649108886,6578.391617536545,1205000,19.694572984484935,1.1136819717168371,-0.6180083758341469,1.082377779003118,-1.4867564450499426,1.0,204672.0,0.0,-647.0,648.0,3.9558916091918945
141.41263,0.006797028,0.21743196,-141.40584,141.40584,0.9937588,0.44926244,1500.0,15.0,20,150.0,0.5377029,-13.025224,-141.35245,-181.11748,51.670258,-33.65217,1884.687,0.044813547,0.44645852,0.44645852,1e-05,0.0003,208.91911,143.40103,0.006853763,0.22371711,-143.39418,143.39418,0.96082383,0.4508039,1500.0,15.0,20,150.0,0.82894254,-0.91375816,-143.33913,-180.70361,0.046021644,0.43314314,0.43314314,209.20145,0.006365876531600952,6610.2210075855255,1210000,19.86160385383386,1.2004257967631529,-1.0021829502694521,1.182524298828836,-0.30591756562525413,1.0,209172.0,0.0,-1389.0,1390.0,8.87796950340271
143.32715,0.00616276,0.24106458,-143.32098,143.32098,1.086206,0.45181108,1500.0,15.0,20,150.0,0.5789339,0.607992,-143.38185,-179.88104,33.067802,-35.03803,2262.2317,0.046098404,0.49075988,0.49075988,1e-05,0.0003,217.52007,140.63385,0.005693895,0.22300968,-140.62816,140.62816,0.9001408,0.45181108,1500.0,15.0,20,150.0,13.381492,-10.391092,-140.60742,-180.67946,0.04481552,0.40669358,0.40669358,215.01938,0.006272449398040772,6641.583261966705,1215000,20.16384528211475,1.307121844741058,-2.632729849642207,1.2535243130550522,-1.6471952614967562,1.0,214802.0,0.0,-763.0,764.0,4.68591046333313
139.01784,0.007751312,0.20886113,-139.01009,139.01009,1.0031645,0.4513874,1500.0,15.0,20,150.0,0.692657,-14.315578,-138.96715,-182.73055,31.7101,-39.91379,1936.366,0.04052302,0.45281583,0.45281583,1e-05,0.0003,207.63287,144.56601,0.0076110987,0.22185268,-144.5584,144.5584,1.0761544,0.4512682,1500.0,15.0,20,150.0,15.32357,-1.6743783,-144.52437,-179.27437,0.046630833,0.4856342,0.4856342,232.73471,0.006409188938140869,6673.629214048386,1220000,19.677889504678486,1.370592004170599,2.28357838882484,1.4111897947630545,0.7299812042547481,1.0,219050.0,0.0,-903.0,904.0,5.932551145553589
145.94333,0.0063711433,0.20728783,-145.93695,145.93695,0.92980987,0.45107666,1500.0,15.0,20,150.0,0.7029886,-6.67873,-145.86922,-180.87248,56.23212,-22.59863,2028.6641,0.042106725,0.4194155,0.4194155,1e-05,0.0003,209.55864,141.27365,0.005756147,0.2188491,-141.2679,141.2679,0.9290582,0.45107666,1500.0,15.0,20,150.0,2.1505451,-0.8709886,-141.27715,-181.18796,0.041409217,0.41907644,0.41907644,206.28566,0.006373020696640015,6705.49432516098,1225000,19.756090636997236,1.3954447197743403,1.7190841344597043,1.406034030957256,-0.40688949096514526,1.0,224265.0,0.0,-997.0,998.0,6.08116340637207
139.36865,0.0072762268,0.22196253,-139.36137,139.36137,0.96601474,0.4494675,1500.0,15.0,20,150.0,1.0729334,0.044739395,-139.33792,-184.96411,43.534676,-25.69304,1907.47,0.04460266,0.43419224,0.43419224,1e-05,0.0003,205.57043,143.21346,0.0080388365,0.20808133,-143.20541,143.20541,1.0191208,0.4477589,1500.0,15.0,20,150.0,2.261149,-25.229563,-143.18655,-181.89853,0.04455035,0.4563204,0.4563204,213.92267,0.006351345205307007,6737.251058101654,1230000,19.660338697411913,1.3531922974602593,0.2931026684627642,1.3713550219693784,0.28345014091524173,1.0,229618.0,0.0,-691.0,692.0,4.307218790054321
145.79803,0.006390323,0.22972374,-145.79164,145.79164,1.012818,0.4425468,1500.0,15.0,20,150.0,0.4600991,0.2489225,-145.72385,-181.2619,24.28048,-32.012684,1885.195,0.04285421,0.44821936,0.44821936,1e-05,0.0003,213.49103,138.4804,0.006942317,0.22697133,-138.47345,138.47345,0.89266616,0.4425468,1500.0,15.0,20,150.0,4.159213,1.9692858,-138.43732,-182.08714,0.04579349,0.39504653,0.39504653,201.89658,0.006376321792602539,6769.132674455643,1235000,19.668601730182715,1.5657218525538834,-3.123239706980956,1.5025786606071458,-1.8376497229479083,1.0,234580.0,0.0,-1058.0,1059.0,6.56176495552063
142.54881,0.006613399,0.21340175,-142.5422,142.5422,0.95407575,0.4436724,1500.0,15.0,20,150.0,0.60179627,-16.098389,-142.58661,-188.15721,35.96284,-54.421364,1945.116,0.039406747,0.42329708,0.42329708,1e-05,0.0003,206.64517,140.43011,0.006555717,0.22020538,-140.42355,140.42355,0.98703855,0.44195223,1500.0,15.0,20,150.0,5.956253,-27.270452,-140.38606,-181.90091,0.04550615,0.43622386,0.43622386,211.81995,0.00629629054069519,6800.6141357421875,1240000,20.053118061279434,1.1467056310474881,-0.3681744846445421,1.1218250468929751,-0.8684360884244339,1.0,239250.0,0.0,-979.0,980.0,6.39324426651001
142.00795,0.007041519,0.23128192,-142.00092,142.00092,1.0771537,0.44117877,1500.0,15.0,20,150.0,0.56293297,-5.509669,-141.94647,-186.25899,27.056004,-31.780695,2027.6029,0.045293752,0.47521737,0.47521737,1e-05,0.0003,213.85349,145.75699,0.0070734825,0.21966438,-145.74991,145.74991,1.003228,0.44117877,1500.0,15.0,20,150.0,1.2235266,-6.650826,-145.82454,-182.08688,0.041857395,0.44260287,0.44260287,213.37094,0.0063288863658905025,6832.258574485779,1245000,19.86793541232161,1.387575505660031,-3.374441157117177,1.3432865392088247,-0.23379644916754028,1.0,244513.0,0.0,-728.0,729.0,4.424858093261719
145.64857,0.0065658167,0.21224059,-145.64201,145.64201,1.0528225,0.44389826,1500.0,15.0,20,150.0,0.47043622,0.35898152,-145.60803,-188.72974,21.47786,-28.343649,1820.8694,0.036847554,0.46734607,0.46734607,1e-05,0.0003,216.22093,141.92595,0.0071330043,0.23007298,-141.91882,141.91882,1.0459161,0.44494262,1500.0,15.0,20,150.0,10.148982,-6.294926,-141.99901,-181.79565,0.04750767,0.46537262,0.46537262,221.88083,0.0063123860836029055,6863.820512533188,1250000,19.74799930735522,1.173794063703943,2.0477339991633876,1.223528951529922,2.2839260065271625,1.0,249570.0,0.0,-1047.0,1048.0,6.519700288772583
145.32446,0.0077167125,0.21214168,-145.31674,145.31674,0.9630291,0.44183475,1500.0,15.0,20,150.0,0.499937,-7.900526,-145.36383,-185.64825,31.336235,-17.83943,1640.2772,0.037887905,0.4254997,0.4254997,1e-05,0.0003,209.64935,143.34764,0.0063046385,0.22376479,-143.34134,143.34134,1.0476501,0.44183475,1500.0,15.0,20,150.0,6.2968698,-4.8463607,-143.38773,-182.46146,0.04530048,0.46288818,0.46288818,219.07774,0.006412424421310425,6895.882641792297,1255000,19.723841412985422,1.0041869424090035,-0.08108262882818905,1.0028841018943033,0.3748781967099849,1.0,254689.0,0.0,-785.0,786.0,5.166484594345093
143.53897,0.006604894,0.22633481,-143.53236,143.53236,1.0550171,0.4382975,1500.0,15.0,20,150.0,0.46710452,-1.3018597,-143.4234,-181.2656,34.24599,-23.277472,1962.2805,0.04206346,0.46241134,0.46241134,1e-05,0.0003,213.36777,142.35162,0.0076891407,0.2188191,-142.34393,142.34393,1.0504712,0.4387773,1500.0,15.0,20,150.0,0.74009347,-11.719611,-142.34009,-182.13756,0.04726196,0.46092296,0.46092296,212.23016,0.006327976751327515,6927.522533655167,1260000,19.791184965136523,0.989325777353316,0.6786776631124506,0.9890851636624715,-0.01979468126656932,1.0,259937.0,0.0,-824.0,825.0,5.282364845275879
147.32394,0.0071874494,0.21384819,-147.31676,147.31676,0.9871678,0.44062597,1500.0,15.0,20,150.0,0.54851246,-18.20753,-147.28769,-181.79897,38.412434,-23.754549,1848.3638,0.046816863,0.43497175,0.43497175,1e-05,0.0003,213.11823,143.40407,0.006859109,0.21941566,-143.3972,143.3972,1.0181434,0.44062597,1500.0,15.0,20,150.0,10.84881,-13.013879,-143.40253,-182.36314,0.04231101,0.44862044,0.44862044,221.54596,0.006458063554763794,6959.812858819962,1265000,19.71671336875614,0.9255753008195636,2.02918458532394,1.0038774922138696,3.8535235270137584,1.0,264470.0,0.0,-1062.0,1063.0,6.93693733215332
149.13574,0.0074225636,0.22341198,-149.12833,149.12833,0.98689383,0.44159746,1500.0,15.0,20,150.0,0.38056675,-5.471397,-149.06772,-182.8235,22.478447,-31.012377,1689.5308,0.04742874,0.4358098,0.4358098,1e-05,0.0003,214.88779,143.93483,0.007764747,0.21290034,-143.92706,143.92706,1.0525538,0.44167835,1500.0,15.0,20,150.0,0.80710924,-11.7139015,-143.91287,-183.12097,0.0420871,0.46489018,0.46489018,214.47546,0.006292490720748901,6991.275319814682,1270000,19.686179165177663,1.1606262530248233,-0.1036672334315988,1.1634912149271683,-0.14891132205996785,1.0,269604.0,0.0,-1120.0,1121.0,6.838817596435547
143.77509,0.005883828,0.2179007,-143.7692,143.7692,0.9872987,0.44488245,1500.0,15.0,20,150.0,0.45319122,1.0226445,-143.74911,-184.948,35.959614,-28.259155,1853.4827,0.04383769,0.43923187,0.43923187,1e-05,0.0003,210.11305,139.81973,0.0058297114,0.21889612,-139.8139,139.8139,0.88378835,0.44488245,1500.0,15.0,20,150.0,7.436311,1.558538,-139.81302,-182.82002,0.0391291,0.39318192,0.39318192,206.23334,0.0063974370956420895,7023.262513160706,1275000,19.765487056689707,1.320299404966081,0.5444871555278322,1.3363484926375573,1.1081011430537784,1.0,274780.0,0.0,-821.0,822.0,5.43294620513916
143.54169,0.0065578176,0.2139028,-143.53513,143.53513,1.1156731,0.44130513,1500.0,15.0,20,150.0,0.4333691,-5.442155,-143.45338,-181.70857,30.067877,-49.83193,2065.4468,0.04562104,0.49235225,0.49235225,1e-05,0.0003,217.82788,145.24982,0.007623266,0.21520974,-145.24219,145.24219,0.9195876,0.4447579,1500.0,15.0,20,150.0,1.5358033,-2.2109463,-145.28946,-182.75308,0.042793173,0.40899384,0.40899384,208.13469,0.0063237494945526124,7054.881268262863,1280000,19.67287981334897,1.2263199832084073,2.1985465529597783,1.2991582279770006,2.003004514683998,1.0,279318.0,0.0,-898.0,899.0,5.573912620544434
145.94412,0.006449706,0.22738671,-145.93767,145.93767,1.0356086,0.44933206,1500.0,15.0,20,150.0,0.567719,-2.2329862,-145.8783,-181.21959,36.886253,-65.73588,1883.5231,0.04210751,0.46533215,0.46533215,1e-05,0.0003,216.31166,145.84314,0.0061340425,0.20701016,-145.837,145.837,0.96501446,0.44933206,1500.0,15.0,20,150.0,0.7214589,-10.412816,-145.87885,-183.00105,0.037839703,0.43361193,0.43361193,211.60638,0.006431484842300415,7087.038699388504,1285000,19.79842416606735,1.3319236519572577,-3.862079233736572,1.2632029749639755,-2.6627124269241302,1.0,284972.0,0.0,-896.0,897.0,5.596920013427734
144.03203,0.0061815903,0.21787326,-144.02585,144.02585,1.0419756,0.44503045,1500.0,15.0,20,150.0,0.61059606,-3.0423458,-143.91544,-182.28104,43.360912,-51.98763,2025.3074,0.048490893,0.46371084,0.46371084,1e-05,0.0003,214.19925,141.75107,0.0066872495,0.21579906,-141.74438,141.74438,0.94005704,0.44484875,1500.0,15.0,20,150.0,3.4631412,-20.317726,-141.74918,-182.06047,0.043388005,0.4181832,0.4181832,207.94168,0.006380908584594726,7118.943248987198,1290000,20.057332695920877,1.3420680427188931,-1.8986254768657445,1.3073783382893296,-1.4618280450913728,1.0,289248.0,0.0,-1048.0,1049.0,6.446996450424194
143.81885,0.0076946532,0.2398738,-143.81116,143.81116,1.0248064,0.44372764,1500.0,15.0,20,150.0,0.91238666,-6.8738894,-143.77274,-182.1276,21.868288,-29.48335,1756.6321,0.04541588,0.4547349,0.4547349,1e-05,0.0003,212.94147,141.9302,0.007285736,0.21238637,-141.92293,141.92293,1.0398663,0.44372764,1500.0,15.0,20,150.0,4.6845956,-2.5194917,-141.90936,-183.4775,0.04481594,0.4614174,0.4614174,215.82742,0.006280240774154663,7150.344460725784,1295000,20.107170306485344,1.566461786818347,-2.318099549684313,1.4699889056557898,-4.237756182007469,1.0,294622.0,0.0,-1230.0,1231.0,7.866915702819824
146.0858,0.007046158,0.2227856,-146.07875,146.07875,1.0401855,0.44577953,1500.0,15.0,20,150.0,0.46464926,0.26136678,-146.03848,-189.29922,25.428226,-30.6323,1954.4514,0.0440805,0.46369338,0.46369338,1e-05,0.0003,216.10446,143.14932,0.006590479,0.22254962,-143.14273,143.14273,1.0107417,0.44584367,1500.0,15.0,20,150.0,1.1798289,-3.8563845,-143.1429,-182.68916,0.041129127,0.45063275,0.45063275,211.92406,0.006391720151901245,7182.303068637848,1300000,19.66318266997333,1.518039163572112,-1.7295496673829671,1.4679056878824575,-2.3220624114906503,1.0,299806.0,0.0,-587.0,588.0,3.972864866256714
144.63063,0.005839997,0.22418417,-144.62479,144.62479,0.9771123,0.4442258,1500.0,15.0,20,150.0,0.5924933,-2.7277083,-144.6427,-189.06702,33.9286,-20.867647,1898.2778,0.047079932,0.4340585,0.4340585,1e-05,0.0003,210.33191,142.53609,0.006723945,0.22398476,-142.52936,142.52936,0.98382217,0.4442258,1500.0,15.0,20,150.0,2.617398,-7.3092146,-142.49295,-183.2023,0.04596337,0.4370392,0.4370392,210.70937,0.018614425706863405,7275.375204563141,1305000,19.69254696049398,1.3295107354237852,-2.455069181437304,1.2957409080502873,-1.2588185552063478,1.0,304279.0,0.0,-892.0,893.0,5.515538454055786
145.5492,0.007436282,0.21400285,-145.54176,145.54176,0.9922469,0.44614697,1500.0,15.0,20,150.0,0.3525779,-4.7640495,-145.52359,-183.06941,19.662199,-49.113167,1809.482,0.038502567,0.44268796,0.44268796,1e-05,0.0003,212.30496,140.91878,0.0070896996,0.22749566,-140.91168,140.91168,1.0398725,0.44649085,1500.0,15.0,20,150.0,1.4098434,-11.034557,-140.94363,-183.9886,0.045614302,0.46429354,0.46429354,211.97264,0.006408777475357056,7307.419099569321,1310000,19.944523799292327,1.2850572440972792,-1.4106067548747399,1.2393114096569688,-2.0811651332459147,1.0,309939.0,0.0,-956.0,957.0,6.19415283203125
144.1067,0.00569944,0.23130958,-144.101,144.101,0.8724024,0.4427081,1500.0,15.0,20,150.0,0.55311686,-18.96092,-144.09842,-182.4937,22.541342,-37.73437,1566.2318,0.04420694,0.3862196,0.3862196,1e-05,0.0003,202.59276,141.90103,0.0057659363,0.21472812,-141.89526,141.89526,0.99591696,0.4427081,1500.0,15.0,20,150.0,14.903328,0.01331532,-141.84239,-183.56534,0.044420693,0.44090047,0.44090047,222.93942,0.006325436162948608,7339.04628777504,1315000,19.908396728302304,1.0054809041214725,-2.0177558663545083,0.9881883746924943,-0.19142500655265313,1.0,314268.0,0.0,-755.0,756.0,4.711545705795288
144.87047,0.0060054185,0.2288699,-144.86446,144.86446,0.9027337,0.4488828,1500.0,15.0,20,150.0,0.6031267,0.526865,-144.8081,-181.82814,27.552313,-24.747185,1783.3632,0.050179232,0.40522158,0.40522158,1e-05,0.0003,206.25684,141.96498,0.006231129,0.21736908,-141.95876,141.95876,1.0071658,0.4445262,1500.0,15.0,20,150.0,1.1214867,-1.9178655,-141.9207,-181.63826,0.043862734,0.44771153,0.44771153,210.2432,0.006422326040267944,7371.157925367355,1320000,19.670106036610974,1.2421989279182344,1.0438734071633464,1.2571490463221568,-1.1234674769909887,1.0,319412.0,0.0,-947.0,948.0,6.185707330703735
142.5828,0.006563575,0.21294817,-142.57623,142.57623,1.0145981,0.4437297,1500.0,15.0,20,150.0,0.5293913,0.8252677,-142.5568,-184.45982,36.3606,-23.417841,1720.4862,0.043968197,0.45020735,0.45020735,1e-05,0.0003,210.64328,144.15282,0.006727528,0.22046457,-144.14609,144.14609,0.9836867,0.4437297,1500.0,15.0,20,150.0,0.6495677,-3.1162126,-144.13654,-183.09465,0.042038705,0.436491,0.436491,210.27603,0.00635140233039856,7402.914944410324,1325000,19.65969435094432,1.2608491849343129,-1.7678358419008797,1.2283478258576834,-1.2519630224010807,1.0,324477.0,0.0,-751.0,752.0,4.630479335784912
144.46936,0.00608511,0.2286683,-144.46327,144.46327,0.9659079,0.44281337,1500.0,15.0,20,150.0,0.4547521,-0.26968768,-144.43762,-186.93953,27.104881,-25.10095,1587.0933,0.04202245,0.42771694,0.42771694,1e-05,0.0003,209.08167,145.12866,0.006045982,0.21883535,-145.12262,145.12262,1.0347682,0.44101363,1500.0,15.0,20,150.0,10.104643,-28.57281,-145.12756,-182.49301,0.03893637,0.45634693,0.45634693,223.68535,0.006276001358032227,7434.294959068298,1330000,19.878697753855448,1.1642350055519166,1.3685046292029848,1.1913754711284652,1.6212973520772256,1.0,329961.0,0.0,-770.0,771.0,4.71716570854187
141.0447,0.0062268814,0.22001195,-141.03847,141.03847,1.041749,0.4466811,1500.0,15.0,20,150.0,0.50178313,-9.397499,-140.98773,-185.03954,28.56124,-31.8903,1951.3796,0.04414583,0.4653296,0.4653296,1e-05,0.0003,211.34592,146.48808,0.0050760256,0.20974882,-146.483,146.483,0.96606696,0.4466811,1500.0,15.0,20,150.0,0.70377946,-19.848387,-146.4265,-183.68248,0.043741044,0.43152386,0.43152386,211.92044,0.006414375734329223,7466.366844654083,1335000,19.68987009012607,1.422773561772209,-0.2653081865817242,1.4286037507372653,0.7585611971896161,1.0,334148.0,0.0,-942.0,943.0,5.926634788513184
