training/actor/actor_loss,training/actor/bound_loss,training/actor/mse,training/actor/q,training/actor/q_loss,training/alpha/current_vs_historical_ratio,training/alpha/historical_avg_loss,training/alpha/max_alpha_bound,training/alpha/min_alpha_bound,training/alpha/valid_count,training/alpha_weight,training/critic/critic_loss,training/critic/q_max,training/critic/q_mean,training/critic/q_min,training/grad/max,training/grad/min,training/grad/norm,training/meanflow/consistency_loss,training/meanflow/flow_loss,training/meanflow/mean_flow_loss,training/metrics/actor_learning_rate,training/metrics/critic_learning_rate,training/total_loss,time/epoch_time,time/total_time,step,exploration/total.timesteps,exploration/episode.final_reward,exploration/episode.return,exploration/episode.length,exploration/episode.duration,exploration/episode.normalized_return
78.10469,0.0029626125,0.21592642,-78.10173,78.10173,0.8666021,0.5473115,100.0,1.0,20,10.0,0.27149338,0.30859888,-78.10646,-99.593056,2.1572647,-1.5629716,78.043755,0.05006375,0.47430128,0.47430128,8.810758e-05,0.0003,83.119194,0.0037042404651641847,1326.2719857692719,275000,,,,,,
77.39003,0.004000007,0.2252878,-77.38603,77.38603,0.8115995,0.5513786,100.0,1.0,20,10.0,0.110940754,0.28373623,-77.417145,-99.8861,1.4232014,-1.1437213,54.76133,0.04973262,0.4474986,0.4474986,8.759914e-05,0.0003,81.97595,0.0037169837474822997,1344.8569087982178,280000,,,,,,
76.23046,0.006289101,0.26166117,-76.224174,76.224174,0.845451,0.5411501,100.0,1.0,20,10.0,0.19688952,0.16585913,-76.2312,-99.85922,1.0894419,-1.931014,74.75277,0.05686859,0.4575159,0.4575159,8.708179e-05,0.0003,81.00251,0.0036484078884124757,1363.0989525318146,285000,,,,,,
78.20387,0.0028974246,0.26957807,-78.20097,78.20097,0.96794796,0.54087067,100.0,1.0,20,10.0,0.1725252,0.05561705,-78.223885,-99.901344,1.6120907,-1.5882857,83.34981,0.05423708,0.52353466,0.52353466,8.655565e-05,0.0003,83.61174,0.0037108872413635255,1381.6533930301666,290000,,,,,,
74.40289,0.00530848,0.2507876,-74.39758,74.39758,0.99862576,0.543899,100.0,1.0,20,10.0,0.2295841,0.55792934,-74.40197,-99.901115,1.6481603,-1.273158,77.59579,0.052907433,0.54315156,0.54315156,8.602091e-05,0.0003,80.063995,0.0037053276538848877,1400.1800351142883,295000,,,,,,
76.871185,0.012953436,0.5338375,-76.85823,76.85823,1.2960862,0.5430872,100.0,1.0,20,10.0,0.19490835,0.15993443,-77.11685,-99.9223,1.5155764,-1.6882954,90.002045,0.061957903,0.7038878,0.7038878,8.547767e-05,0.0003,84.10497,0.0036485435962677003,1418.4227576255798,300000,,,,,,
78.489784,0.00664585,0.36632854,-78.48314,78.48314,0.94609493,0.5581722,100.0,1.0,20,10.0,0.14866492,0.3699413,-78.620865,-100.23187,1.9351873,-1.7371323,80.397095,0.0576565,0.5280839,0.5280839,8.49261e-05,0.0003,83.91929,0.020023109197616577,1518.5383071899414,305000,,,,,,
78.81515,0.004314803,0.21570852,-78.81083,78.81083,0.82500046,0.56234187,100.0,1.0,20,10.0,0.18449561,-0.22529757,-78.82814,-99.58637,1.3398428,-2.8897858,75.51616,0.042970054,0.4639323,0.4639323,8.436636e-05,0.0003,83.63896,0.00370929913520813,1537.0848078727722,310000,,,,,,
76.96175,0.0038427853,0.23715812,-76.9579,76.9579,0.87047243,0.5539605,100.0,1.0,20,10.0,0.20068586,0.023142055,-76.964806,-99.54862,1.298841,-1.7214409,70.59808,0.05770631,0.48220736,0.48220736,8.3798586e-05,0.0003,81.984505,0.0036543833255767823,1555.3567287921906,315000,,,,,,
77.592186,0.007219909,0.23539186,-77.58497,77.58497,0.8769229,0.54394287,100.0,1.0,20,10.0,0.20311098,0.1690441,-77.5869,-99.97029,1.365408,-2.02111,65.034134,0.052176446,0.47699594,0.47699594,8.322294e-05,0.0003,82.565254,0.0037052495002746584,1573.8829803466797,320000,,,,,,
78.03013,0.004434888,0.25133622,-78.025696,78.025696,0.9249293,0.55179936,100.0,1.0,20,10.0,0.18716346,0.48433828,-78.03464,-100.10392,1.334493,-1.5130036,80.265755,0.058900714,0.5103754,0.5103754,8.263957e-05,0.0003,83.321045,0.0037136359691619875,1592.4511642456055,325000,,,,,,
78.72974,0.0023512195,0.23605894,-78.72739,78.72739,0.9880095,0.5483146,100.0,1.0,20,10.0,0.19830686,0.015215442,-78.7502,-99.988686,1.7735641,-1.8689934,84.646454,0.062080633,0.54174,0.54174,8.2048646e-05,0.0003,84.345436,0.0036511326313018798,1610.7068314552307,330000,,,,,,
